Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Volkswagen,8650,van,108,1.6,Diesel,yes,2013
BMW,10600,sedan,1,3,Diesel,yes,2000
Toyota,6900,hatch,109,1.3,Gas,yes,2007
Mercedes-Benz,2900,other,248,2,Petrol,no,1999
Mercedes-Benz,12250,other,185,2.2,Diesel,yes,2012
BMW,21700,crossover,101,2.5,Gas,yes,2007
Mercedes-Benz,2000,sedan,320,2.2,Diesel,no,1998
Audi,9900,vagon,284,2.5,Diesel,yes,2004
Mercedes-Benz,5850,van,240,2.2,Diesel,yes,2001
Toyota,8200,vagon,204,1.4,Diesel,yes,2005
Volkswagen,NA,sedan,381,2.5,Diesel,yes,2000
Renault,7300,vagon,200,1.5,Diesel,yes,2008
Mitsubishi,8000,sedan,145,2,Gas,yes,2007
Renault,6600,van,184,1.5,Diesel,yes,2012
Mercedes-Benz,22500,sedan,164,1.8,Gas,yes,2012
Mercedes-Benz,13200,other,196,2.2,Other,yes,2012
Volkswagen,1200,other,300,1.4,Gas,yes,2000
Volkswagen,8900,van,264,2.5,Diesel,yes,2003
Mitsubishi,9200,sedan,163,2,Petrol,yes,2008
Mercedes-Benz,10200,sedan,154,2.5,Petrol,yes,2006
Mercedes-Benz,2700,sedan,121,2.5,Diesel,yes,1986
Mercedes-Benz,9500,sedan,246,6,Petrol,yes,1997
Mitsubishi,26850,crossover,84,3.2,Diesel,yes,2012
Audi,21900,crossover,183,4.2,Petrol,yes,2007
Volkswagen,1700,hatch,250,1.4,Petrol,no,1998
Mercedes-Benz,NA,crossover,0,2.2,Diesel,yes,2016
Toyota,NA,crossover,49,4.5,Diesel,yes,2014
Volkswagen,6500,hatch,225,1.4,Petrol,yes,2000
Mitsubishi,10600,crossover,85,NA,Gas,yes,2006
Renault,5000,vagon,34,1.5,Diesel,yes,2013
BMW,38000,sedan,74,2,Diesel,yes,2014
Volkswagen,9599,sedan,140,1.8,Petrol,yes,2008
Mercedes-Benz,10800,other,230,1.8,Petrol,yes,2006
Toyota,18800,crossover,105,2,Gas,yes,2011
Mitsubishi,7650,sedan,133,1.5,Gas,yes,2008
Renault,6300,vagon,125,2,Petrol,yes,2003
BMW,5000,other,75,1.9,Petrol,no,1998
Toyota,28500,crossover,107,3.5,Gas,yes,2011
BMW,13000,sedan,193,3.6,Petrol,yes,2003
Toyota,16999,crossover,157,2.7,Gas,yes,2007
BMW,34500,other,160,3,Diesel,yes,2011
Volkswagen,10900,vagon,204,2,Diesel,yes,2007
Mitsubishi,18999,crossover,121,3.8,Gas,yes,2008
BMW,9800,sedan,350,3,Diesel,yes,2001
Volkswagen,4300,vagon,298,1.8,Petrol,yes,1998
Audi,3900,vagon,260,2.5,Diesel,no,2003
Volkswagen,13499,van,154,2,Diesel,yes,2013
Audi,19990,sedan,127,2.8,Petrol,yes,2010
Renault,3400,van,260,2.2,Diesel,no,2005
Toyota,27800,sedan,157,3.5,Petrol,yes,2011
Volkswagen,2300,hatch,320,1.6,Gas,yes,1989
BMW,30500,sedan,630,NA,Petrol,yes,2010
Renault,7650,van,151,1.5,Diesel,yes,2012
Volkswagen,10000,van,220,1.9,Diesel,yes,2008
Volkswagen,9700,vagon,130,1.6,Gas,yes,2008
Audi,1950,sedan,320,19,Other,no,1996
Audi,3800,sedan,270,2.5,Diesel,no,2000
Toyota,26900,crossover,115,4,Gas,yes,2008
BMW,NA,other,35,3,Petrol,yes,2008
Toyota,12600,sedan,205,2.4,Gas,yes,2006
Volkswagen,14899,van,158,2,Diesel,yes,2012
Renault,4999,vagon,252,1.5,Diesel,yes,2007
BMW,57777,other,40,4,Diesel,yes,2012
Volkswagen,12350,van,167,1.4,Petrol,yes,2011
Audi,7999,sedan,177,2.7,Gas,yes,2003
BMW,21600,crossover,200,4.8,Other,yes,2007
Mitsubishi,8000,sedan,67,1.5,Petrol,yes,2009
Volkswagen,6799,hatch,1,1.4,Gas,yes,1998
Toyota,25749.75,sedan,0,2.5,Petrol,yes,2016
Volkswagen,8899,vagon,198,1.9,Other,yes,2004
Mercedes-Benz,26800,sedan,162,5.5,Petrol,yes,2007
Toyota,25555,crossover,128,4.7,Gas,yes,2004
Audi,25000,crossover,112,3.2,Petrol,yes,2010
Volkswagen,15800,van,194,2,Diesel,yes,2012
BMW,3150,sedan,200,2,Diesel,no,1999
Toyota,12300,sedan,157,2.4,Gas,yes,2007
Toyota,45500,crossover,45,3.5,Petrol,yes,2015
Renault,6500,other,406,2.5,Diesel,yes,2004
Toyota,18999,crossover,95,2,Petrol,yes,2011
BMW,8500,sedan,260,2.2,Gas,yes,2001
Mercedes-Benz,8500,van,350,2.2,Diesel,yes,2004
Toyota,13500,crossover,126,4,Petrol,no,2011
Volkswagen,2200,sedan,180,1.9,Diesel,no,2003
Volkswagen,18500,vagon,125,2,Diesel,yes,2011
Toyota,8420,other,150,2.7,Gas,yes,2005
Audi,17500,vagon,144,2,Diesel,yes,2010
Audi,9000,sedan,158,2,Gas,yes,2003
Volkswagen,4400,hatch,238,1.6,Petrol,yes,1994
BMW,NA,crossover,0,3,Diesel,yes,2016
Renault,7500,van,200,2.2,Diesel,yes,2002
Toyota,17950,sedan,87,2.4,Petrol,yes,2010
BMW,51500,crossover,23,3,Petrol,yes,2013
Mitsubishi,10800,crossover,165,3,Gas,yes,2007
Volkswagen,33700,van,11,1.4,Petrol,yes,2016
Volkswagen,17000,crossover,158,2.5,Diesel,yes,2007
Volkswagen,11200,crossover,1,4.2,Petrol,yes,2004
BMW,4500,sedan,140,3,Diesel,no,2000
Toyota,43999,other,0,2.8,Diesel,yes,2016
Audi,39800,sedan,180,4.2,Other,yes,2012
BMW,6500,sedan,272,2.8,Petrol,yes,1996
Volkswagen,18700,vagon,196,2,Diesel,yes,2011
Audi,38500,vagon,75,2,Diesel,yes,2013
BMW,8200,sedan,241,2,Petrol,yes,1998
Audi,7500,vagon,240,2,Petrol,yes,2002
Toyota,11550,sedan,95,2.4,Petrol,yes,2007
Mercedes-Benz,39500,sedan,30,1.6,Petrol,yes,2014
Volkswagen,6200,sedan,161,4.2,Gas,no,2004
BMW,17200,crossover,308,4.6,Gas,yes,2003
BMW,2900,sedan,280,2.5,Diesel,no,1997
Renault,14600,other,169,2.3,Diesel,yes,2013
BMW,34900,crossover,110,4.4,Petrol,yes,2010
Toyota,164500,crossover,0,4.5,Diesel,yes,2015
Audi,NA,crossover,1,3,Diesel,yes,2016
BMW,15299,other,136,NA,Petrol,yes,2008
Mercedes-Benz,7000,other,170,2.2,Petrol,no,2001
Mercedes-Benz,32000,van,255,3,Diesel,yes,2008
Renault,7500,vagon,168,1.5,Diesel,yes,2005
Volkswagen,9000,other,217,2.5,Diesel,yes,2005
Mitsubishi,7000,sedan,180,1.6,Gas,yes,2004
Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016
Audi,2700,sedan,234,2.5,Other,no,2000
Volkswagen,10950,van,165,2,Diesel,yes,2012
Toyota,15500,sedan,120,3.5,Petrol,yes,2008
Mercedes-Benz,8700,sedan,210,5,Petrol,yes,1997
Mercedes-Benz,6000,van,200,2.2,Diesel,yes,2000
Mitsubishi,16950,crossover,135,3,Gas,yes,2008
Mercedes-Benz,15000,crossover,400,3,Diesel,yes,1997
Toyota,26500,crossover,102,2.5,Diesel,yes,2013
Mercedes-Benz,3100,vagon,400,2.2,Diesel,no,2002
Toyota,59900,crossover,90,4.5,Diesel,yes,2012
Toyota,63000,crossover,3,4.2,Diesel,yes,2013
Mercedes-Benz,19800,crossover,218,3,Diesel,yes,2006
Volkswagen,13000,van,110,1.9,Diesel,yes,2009
Audi,12200,sedan,130,2.4,Petrol,yes,2006
Mitsubishi,5700,other,170,1.3,Petrol,yes,2006
Audi,2550,sedan,370,2.5,Diesel,no,1998
Toyota,13500,sedan,144,3.5,Gas,yes,2007
Renault,10200,van,183,2,Diesel,yes,2012
Audi,13000,other,161,1.8,Gas,yes,2001
Volkswagen,10500,sedan,210,5,Diesel,yes,2004
BMW,3100,sedan,315,2.5,Diesel,no,1998
BMW,9400,sedan,221,4.4,Gas,yes,2004
Audi,10000,sedan,206,2.5,Diesel,yes,2003
Mitsubishi,4200,sedan,270,2,Gas,yes,1998
Renault,7500,sedan,131,1.6,Petrol,yes,2009
Mercedes-Benz,38600,other,12,1.8,Petrol,yes,2012
Toyota,8900,hatch,140,1.6,Petrol,yes,2008
Renault,4800,van,113,15,Diesel,yes,2006
Toyota,24000,crossover,270,4.2,Diesel,yes,1994
Mercedes-Benz,51500,other,75,6.3,Petrol,yes,2009
Mercedes-Benz,5100,sedan,270,3.2,Diesel,no,2001
Mitsubishi,4999,sedan,60,1.6,Petrol,yes,2007
Mitsubishi,6666,sedan,162,NA,Petrol,yes,2007
Mitsubishi,9450,sedan,125,2,Gas,yes,2008
Audi,3850,vagon,215,2.5,Diesel,no,2002
Renault,7800,vagon,170,1.5,Diesel,no,2013
Audi,49700,crossover,80,3,Diesel,yes,2013
Mitsubishi,9000,sedan,78,2.4,Gas,yes,2006
Toyota,18990,crossover,95,2,Petrol,yes,2011
Mitsubishi,7200,sedan,102,1.6,Petrol,yes,2007
BMW,117000,crossover,1,NA,Other,yes,2016
Volkswagen,11900,other,112,2,Diesel,yes,2011
Toyota,2800,sedan,287,1.3,Petrol,yes,1995
Volkswagen,2200,sedan,272,1.9,Diesel,no,1998
Mitsubishi,17500,crossover,170,3.8,Gas,yes,2008
Audi,49900,other,79,4.2,Petrol,yes,2007
Volkswagen,8650,van,238,2.5,Diesel,yes,2002
Audi,8800,sedan,205,1.8,Petrol,yes,2003
Mercedes-Benz,69999,crossover,0,2.2,Diesel,yes,2016
Volkswagen,8910.53,hatch,103,1.4,Petrol,yes,2012
Toyota,15500,crossover,165,2.7,Gas,yes,2005
Audi,19500,crossover,175,3.6,Petrol,yes,2007
Toyota,27700,sedan,21,2.5,Petrol,yes,2015
Volkswagen,9600,van,255,1.9,Diesel,yes,2004
BMW,12500,crossover,176,3,Gas,yes,2002
Audi,4799,vagon,260,2.5,Diesel,no,2002
Toyota,20900,sedan,70,2.5,Petrol,yes,2012
Audi,14900,sedan,203,2.8,Petrol,yes,2008
Toyota,12750,hatch,164,1.4,Diesel,yes,2012
BMW,5900,hatch,243,2,Petrol,no,2006
Mercedes-Benz,2700,sedan,400,2.9,Diesel,yes,1997
Audi,4700,sedan,400,2.6,Petrol,yes,1996
Audi,9500,other,0,NA,Other,yes,2003
BMW,77000,other,64,4.4,Petrol,yes,2012
Renault,5900,van,250,1.9,Diesel,yes,2005
Volkswagen,24000,sedan,67,1.8,Petrol,yes,2012
Audi,18400,vagon,151,2,Diesel,yes,2010
Mercedes-Benz,56800,sedan,74,6.3,Petrol,yes,2010
Renault,8000,hatch,50,1.6,Petrol,yes,2012
Mercedes-Benz,5000,sedan,382,2,Petrol,yes,1994
Mitsubishi,9900,sedan,98,2,Petrol,yes,2009
Mercedes-Benz,18900,other,111,2.5,Petrol,yes,2009
Toyota,20500,crossover,139,4,Gas,yes,2005
Volkswagen,2500,vagon,232,1.6,Petrol,no,2001
Renault,9000,vagon,179,1.5,Diesel,yes,2010
Renault,7700,sedan,100,1.6,Gas,yes,2008
Audi,32300,hatch,54,2.8,Petrol,yes,2011
Mercedes-Benz,72700,van,42,2.2,Diesel,yes,2014
Renault,6200,sedan,246,1.4,Petrol,yes,2005
Audi,4000,sedan,400,2,Petrol,yes,1992
Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014
Mercedes-Benz,14900,other,195,3.2,Gas,yes,1999
Mercedes-Benz,NA,van,0,2.2,Diesel,yes,2016
Audi,2200,sedan,250,NA,Diesel,no,2001
Volkswagen,NA,van,1,NA,Diesel,yes,2005
BMW,65393.25,crossover,0,2,Diesel,yes,2016
Renault,9000,van,158,2,Diesel,yes,2012
Audi,NA,sedan,60,6.3,Petrol,yes,2013
Audi,8500,sedan,253,2.5,Diesel,yes,2001
Renault,5900,hatch,171,1.5,Other,yes,2005
Mitsubishi,5100,hatch,250,1.3,Gas,yes,2006
Mercedes-Benz,40500,sedan,108,5.5,Petrol,yes,2010
Audi,8600,sedan,154,1.8,Petrol,yes,2001
Mitsubishi,5900,sedan,142,1.6,Gas,yes,2005
Volkswagen,17900,other,123,1.8,Petrol,yes,2010
BMW,34400,crossover,37,2,Diesel,yes,2013
BMW,13500,sedan,138,2.5,Petrol,yes,2004
Renault,9600,van,175,2,Diesel,yes,2007
Mercedes-Benz,15000,other,82,1.8,Petrol,yes,2004
Mercedes-Benz,22000,other,53,3,Petrol,yes,2007
Volkswagen,13700,other,200,2.5,Diesel,yes,2005
BMW,38000,sedan,61,NA,Petrol,yes,2013
Toyota,18800,sedan,47,2.4,Petrol,yes,2009
Volkswagen,7600,hatch,127,1.4,Petrol,yes,2007
Toyota,11950,hatch,120,1.4,Petrol,yes,2013
Audi,11300,sedan,202,2.7,Diesel,no,2008
Volkswagen,13500,van,43,2,Diesel,yes,2014
Toyota,11990,sedan,129,2.4,Petrol,yes,2007
Toyota,16500,other,130,2.7,Gas,yes,2004
BMW,19000,crossover,215,3,Diesel,yes,2006
Renault,5500,van,160,1.5,Diesel,yes,2005
BMW,39999,sedan,45,3,Petrol,yes,2011
Toyota,15500,sedan,140,2.4,Gas,yes,2007
Mitsubishi,11700,crossover,197,3,Gas,yes,2006
Volkswagen,2750,vagon,1,1.9,Diesel,no,2001
Renault,7150,vagon,1,1.5,Diesel,yes,2005
BMW,10500,hatch,220,2,Petrol,yes,2005
Mercedes-Benz,24900,sedan,97,1.8,Petrol,yes,2012
Toyota,NA,sedan,24,2.5,Petrol,yes,2015
Mercedes-Benz,26000,other,22,1.8,Petrol,yes,2014
Mercedes-Benz,21500,crossover,148,6.2,Petrol,yes,2008
BMW,2222,sedan,268,1.8,Petrol,no,1996
BMW,2900,vagon,236,2,Diesel,no,2001
Volkswagen,4600,hatch,1,1.8,Gas,yes,1996
Mercedes-Benz,3200,sedan,198,2,Gas,yes,1992
Mitsubishi,19400,crossover,78,2.4,Petrol,yes,2012
Renault,4000,sedan,215,1.9,Diesel,no,2005
BMW,65099,crossover,0,2,Diesel,yes,2016
BMW,53999,sedan,80,2.99,Diesel,yes,2012
Renault,9200,vagon,155,1.5,Diesel,yes,2010
Mitsubishi,19400,crossover,78,NA,Petrol,yes,2012
Mercedes-Benz,109999,van,0,2.2,Diesel,yes,2016
Mercedes-Benz,23500,van,170,2.2,Diesel,yes,2011
Audi,4800,sedan,390,2.6,Petrol,yes,1993
Toyota,13500,sedan,100,2.4,Petrol,yes,2007
Toyota,8700,sedan,131,1.6,Gas,yes,2007
Mercedes-Benz,12300,sedan,423,5,Gas,yes,1997
Mitsubishi,7900,other,148,1.8,Petrol,yes,2003
Volkswagen,10700,van,153,2,Diesel,yes,2010
Renault,6800,van,185,1.6,Other,yes,2006
Renault,8500,van,157,1.5,Diesel,no,2013
Mitsubishi,18700,crossover,97,3.2,Diesel,yes,2009
BMW,1900,vagon,285,2.5,Diesel,no,1997
Mercedes-Benz,15500,van,75,2,Diesel,yes,2011
Volkswagen,8700,hatch,148,1.4,Other,yes,2008
Mercedes-Benz,47300,sedan,121,3,Diesel,yes,2012
BMW,5000,sedan,400,2.5,Petrol,yes,1991
Toyota,24000,crossover,73,4,Petrol,yes,2008
Volkswagen,14800,sedan,85,1.4,Petrol,yes,2013
Mitsubishi,5500,crossover,1,2,Petrol,yes,1986
Mercedes-Benz,6400,van,290,2.2,Diesel,yes,1999
Mitsubishi,19000,crossover,139,2.4,Gas,yes,2011
Mercedes-Benz,11700,van,211,2.2,Diesel,yes,2007
Volkswagen,6500,vagon,101,2,Diesel,yes,2011
Volkswagen,4999,sedan,145,2,Petrol,yes,2000
Volkswagen,1900,hatch,100,1.6,Petrol,yes,1989
Renault,8999,vagon,100,1.5,Diesel,yes,2009
Volkswagen,12700,van,164,1.6,Diesel,yes,2012
Mercedes-Benz,2200,sedan,168,2,Petrol,no,1994
BMW,32500,vagon,65,2,Petrol,yes,2014
Volkswagen,16800,vagon,149,1.4,Gas,yes,2013
Mercedes-Benz,8999,van,360,2.2,Diesel,yes,2006
Audi,2500,sedan,407,2.8,Gas,no,1999
BMW,37000,sedan,95,4.4,Petrol,yes,2011
Volkswagen,19500,sedan,82,1.8,Petrol,yes,2011
Volkswagen,10900,van,240,2.5,Diesel,yes,2007
BMW,36500,sedan,33,2,Diesel,yes,2014
Renault,7300,van,154,1.5,Diesel,yes,2012
BMW,17500,vagon,125,3,Diesel,yes,2006
Audi,24500,sedan,122,4,Diesel,yes,2008
Toyota,15500,crossover,146,2.4,Gas,yes,2008
Mercedes-Benz,4050,sedan,200,NA,Diesel,yes,2001
Mitsubishi,25000,crossover,0,2,Petrol,yes,2016
Mercedes-Benz,11900,sedan,167,1.8,Petrol,yes,2005
Mercedes-Benz,8000,van,40,2.9,Diesel,yes,1999
Mitsubishi,16900,crossover,126,3,Gas,yes,2008
Toyota,8800,crossover,205,2,Petrol,yes,2002
BMW,13000,sedan,220,2.5,Petrol,yes,2005
Renault,7500,van,43,1.5,Diesel,yes,2013
Toyota,8300,sedan,140,3,Petrol,yes,2002
Toyota,18700,crossover,250,4.7,Gas,yes,2004
Toyota,28787.85,sedan,0,2.5,Petrol,yes,2016
Mercedes-Benz,16500,sedan,190,2.2,Diesel,yes,2007
Mitsubishi,13900,crossover,127,3,Petrol,yes,2008
Audi,1350,vagon,400,1.9,Diesel,no,1994
Toyota,20859.15,crossover,1,2,Petrol,yes,2016
Mitsubishi,28800,crossover,100,3.2,Diesel,yes,2013
Mercedes-Benz,34900,crossover,64,2.2,Diesel,yes,2013
BMW,37500,other,45,2,Petrol,yes,2013
Mercedes-Benz,19700,sedan,220,2.2,Diesel,yes,2009
Mercedes-Benz,12800,other,116,2.2,Diesel,yes,2013
Mercedes-Benz,8000,van,293,NA,Diesel,yes,1999
Renault,4600,van,265,1.5,Diesel,yes,2008
Mercedes-Benz,17977,van,322,3,Diesel,yes,2007
Volkswagen,11962,sedan,0,1.6,Petrol,yes,2015
Volkswagen,12500,vagon,195,1.6,Diesel,yes,2013
Volkswagen,9200,van,268,2.5,Diesel,yes,2003
Mercedes-Benz,28500,sedan,148,2.2,Diesel,yes,2011
Volkswagen,16950,sedan,38,2,Diesel,yes,2014
Mercedes-Benz,24750,sedan,212,5.5,Petrol,yes,2006
Mercedes-Benz,57000,crossover,3,2.2,Diesel,yes,2015
Toyota,11300,hatch,87,1,Petrol,yes,2009
Mercedes-Benz,51000,sedan,119,4.7,Petrol,yes,2012
Audi,NA,sedan,2,3,Diesel,yes,2015
Audi,3000,vagon,270,1.9,Diesel,no,2001
Toyota,9800,other,250,1.8,Petrol,yes,2000
Volkswagen,12850,crossover,200,2.5,Diesel,yes,2006
Mercedes-Benz,34999,sedan,150,2.8,Petrol,yes,1969
BMW,52300,sedan,55,3,Diesel,yes,2013
BMW,3650,sedan,300,2,Petrol,yes,1990
BMW,39900,crossover,82,3,Petrol,yes,2011
Renault,7400,vagon,200,1.5,Diesel,yes,2007
Volkswagen,13999,van,175,2,Diesel,yes,2012
Mercedes-Benz,15500,sedan,270,3.2,Diesel,no,2007
Renault,8500,vagon,130,1.5,Diesel,yes,2012
BMW,32500,other,86,3,Petrol,yes,2010
Toyota,14700,sedan,131,3.5,Gas,yes,2007
Volkswagen,6500,van,310,1.9,Diesel,yes,1997
Renault,7800,van,139,1.5,Diesel,yes,2013
Mercedes-Benz,8700,van,290,2.2,Diesel,yes,2005
Renault,9000,hatch,56,1.6,Petrol,yes,2011
Mercedes-Benz,14800,van,139,3,Diesel,yes,2008
Toyota,13400,sedan,125,2.4,Petrol,yes,2008
Volkswagen,2650,hatch,280,1.8,Petrol,yes,1987
BMW,7777,other,375,4,Diesel,yes,2000
Toyota,6900,hatch,92,1.3,Petrol,yes,2006
Mercedes-Benz,1850,sedan,281,2,Diesel,yes,1985
Volkswagen,10500,other,270,2.5,Diesel,yes,2007
Toyota,NA,crossover,140,4.2,Diesel,yes,1993
Mercedes-Benz,NA,crossover,154,3,Diesel,yes,2009
Audi,7800,sedan,90,2.2,Gas,yes,1994
Mercedes-Benz,4100,sedan,215,4.3,Petrol,no,2001
BMW,4400,sedan,260,2,Gas,yes,1990
BMW,41500,crossover,176,3,Diesel,yes,2012
Mercedes-Benz,13999,van,98,2.2,Diesel,yes,2011
BMW,NA,crossover,0,3,Diesel,yes,2016
Mercedes-Benz,16800,van,116,2.2,Diesel,yes,2013
BMW,58500,crossover,80,3,Diesel,yes,2013
Volkswagen,10200,sedan,280,1.8,Petrol,yes,2006
Mitsubishi,13300,crossover,110,2.4,Gas,yes,2008
Renault,6300,van,180,1.5,Diesel,yes,2012
Audi,16999,hatch,69,1.4,Petrol,yes,2012
Toyota,20100,crossover,48,2,Petrol,yes,2012
Volkswagen,10800,sedan,100,1.8,Petrol,yes,2008
Mercedes-Benz,129999,sedan,37,4.7,Petrol,yes,2014
Mercedes-Benz,14200,sedan,245,2.2,Diesel,yes,2007
BMW,4700,sedan,333,3,Petrol,yes,1994
BMW,5700,sedan,252,2.5,Diesel,yes,1997
BMW,11900,sedan,300,2.5,Gas,yes,2004
Mercedes-Benz,3750,vagon,330,2.2,Gas,yes,1995
Mercedes-Benz,2700,sedan,350,3,Diesel,yes,1988
Volkswagen,2999,vagon,239,1.9,Diesel,no,2003
Mercedes-Benz,8600,sedan,240,3.2,Diesel,yes,2001
Toyota,6950,sedan,192,2,Petrol,yes,2003
Mitsubishi,22900,crossover,69,2.4,Petrol,yes,2014
Volkswagen,8900,sedan,185,1.6,Petrol,yes,2007
Volkswagen,7500,van,317,1.9,Diesel,yes,2008
BMW,28700,sedan,160,3,Petrol,yes,2011
Mercedes-Benz,12000,other,218,2.2,Diesel,yes,2007
BMW,10999,sedan,150,2,Gas,yes,2003
Audi,23000,crossover,167,3.6,Petrol,yes,2008
Volkswagen,16500,sedan,87,NA,Other,yes,2012
Audi,2550,vagon,1,2.5,Diesel,no,1998
Toyota,8800,crossover,388,4.2,Diesel,yes,1997
Renault,10000,van,220,2,Diesel,yes,2007
Renault,6300,van,73,1.5,Diesel,yes,2008
Toyota,13800,other,160,3.5,Gas,yes,2006
Volkswagen,10750,van,176,2,Diesel,yes,2012
Volkswagen,12500,van,207,1.9,Diesel,yes,2007
Mercedes-Benz,5500,sedan,250,2.2,Diesel,no,2003
Volkswagen,13300,van,250,2.5,Diesel,yes,2008
Audi,NA,crossover,65,3,Diesel,yes,2013
Volkswagen,20000,crossover,115,2.5,Diesel,yes,2008
Volkswagen,2500,sedan,324,1.6,Diesel,yes,1984
Renault,3500,van,30,1.4,Gas,yes,2006
Renault,9300,sedan,94,1.5,Diesel,yes,2011
Audi,30500,sedan,110,3,Petrol,yes,2011
Audi,18300,vagon,190,2,Diesel,yes,2011
Audi,41000,crossover,88,4.2,Diesel,yes,2010
BMW,4100,hatch,160,1.6,Petrol,yes,2004
Volkswagen,22500,van,62,2,Diesel,yes,2011
Volkswagen,8900,van,272,1.9,Diesel,yes,2005
BMW,13950,crossover,278,3,Diesel,yes,2003
Volkswagen,8999,van,125,1.6,Diesel,yes,2011
Toyota,14100,hatch,67,1.6,Petrol,yes,2012
Mercedes-Benz,NA,sedan,240,2.2,Diesel,yes,2001
Volkswagen,6950,sedan,132,1.6,Other,yes,2004
Volkswagen,7350,hatch,180,1.4,Petrol,yes,2003
Mercedes-Benz,17500,other,180,3,Diesel,yes,2008
Mercedes-Benz,20500,sedan,222,5.5,Petrol,yes,2006
Renault,6700,van,1,NA,Diesel,yes,2012
Mercedes-Benz,115000,sedan,49,4.7,Petrol,yes,2014
Mitsubishi,11100,vagon,132,2.4,Gas,yes,2006
BMW,29900,sedan,175,2,Diesel,yes,2011
Toyota,17595,sedan,131,2,Petrol,yes,2011
Volkswagen,6800,van,170,2,Gas,no,2011
Volkswagen,6500,other,547,1.9,Diesel,yes,1998
Audi,4150,vagon,249,2.5,Diesel,no,2004
Toyota,32950,other,50,5.7,Petrol,yes,2013
Mercedes-Benz,7500,other,406,2.2,Diesel,yes,2003
BMW,33700,crossover,134,4.4,Petrol,yes,2009
Mitsubishi,8350,sedan,98,1.5,Petrol,yes,2010
BMW,4100,sedan,350,2.4,Diesel,yes,1992
BMW,4700,sedan,230,2.5,Petrol,yes,1990
Mercedes-Benz,14500,van,207,2.2,Diesel,yes,2008
Mercedes-Benz,9600,van,184,2.2,Diesel,yes,2012
Mercedes-Benz,17800,van,162,1.8,Diesel,yes,2012
Mercedes-Benz,40000,crossover,152,5,Gas,yes,2006
Toyota,24000,crossover,152,4,Gas,yes,2006
Volkswagen,8300,other,151,2,Petrol,yes,2005
BMW,3800,sedan,278,2.9,Diesel,no,2001
Audi,27500,sedan,150,2,Petrol,yes,2013
Volkswagen,5200,vagon,248,2,Diesel,no,2005
Volkswagen,NA,vagon,217,2,Diesel,no,2008
Mercedes-Benz,NA,sedan,245,2.2,Diesel,yes,2002
Mercedes-Benz,14200,crossover,210,NA,Gas,yes,2004
Volkswagen,8500,sedan,220,2,Other,yes,2005
Mercedes-Benz,43500,sedan,59,4.6,Petrol,yes,2011
BMW,14000,crossover,240,4.4,Gas,yes,2002
Volkswagen,5200,van,442,2.4,Diesel,yes,1992
Mercedes-Benz,10000,van,450,NA,Diesel,yes,1998
Mitsubishi,11500,crossover,191,3,Gas,yes,2006
BMW,41000,sedan,97,4.4,Petrol,yes,2011
Mercedes-Benz,62000,crossover,150,3,Diesel,yes,2013
Audi,35900,crossover,143,3,Diesel,yes,2010
Mercedes-Benz,8200,other,199,2.2,Diesel,yes,2001
Mercedes-Benz,17300,sedan,107,1.8,Petrol,yes,2008
BMW,6800,crossover,242,99.99,Diesel,no,2005
Audi,30999,sedan,2,1.4,Petrol,yes,2016
BMW,3099,sedan,230,3,Diesel,no,2003
Audi,5700,vagon,250,2,Diesel,no,2006
Volkswagen,7400,sedan,178,1.8,Gas,yes,2001
Toyota,14500,other,180,2.5,Diesel,yes,2007
Volkswagen,7300,van,214,1.9,Diesel,yes,2001
Mercedes-Benz,33800,crossover,120,3,Diesel,yes,2010
BMW,3900,sedan,330,3,Diesel,no,2000
Mercedes-Benz,NA,sedan,322,2.7,Diesel,no,2000
Volkswagen,10700,van,274,2.5,Diesel,yes,2001
Volkswagen,NA,hatch,128,1.6,Petrol,yes,2008
Audi,17800,sedan,177,4.2,Petrol,yes,2008
Mitsubishi,14500,crossover,167,3,Gas,yes,2008
Mercedes-Benz,29900,sedan,83,2.2,Diesel,yes,2012
Mercedes-Benz,8100,van,330,2.2,Diesel,yes,2001
Mercedes-Benz,29500,sedan,64,1.6,Petrol,yes,2013
Mercedes-Benz,12700,other,198,2.2,Diesel,yes,2011
Volkswagen,1199,hatch,250,1.9,Diesel,no,1994
Volkswagen,12999,van,250,1.9,Diesel,yes,2009
Audi,34419.45,sedan,0,1.4,Petrol,yes,2016
Mitsubishi,8600,sedan,145,2,Petrol,yes,2009
Renault,10450,van,106,2,Diesel,yes,2013
Mercedes-Benz,17800,van,145,2.2,Diesel,yes,2010
Audi,3550,sedan,215,2.5,Diesel,no,2001
Mercedes-Benz,114999,crossover,0,2.99,Diesel,yes,2016
Renault,13400,vagon,190,1.5,Diesel,yes,2013
BMW,2250,sedan,350,2.5,Diesel,yes,1998
Mitsubishi,14999,crossover,115,3,Petrol,yes,2008
Volkswagen,10600,van,140,2,Diesel,yes,2011
Audi,34000,crossover,119,2,Diesel,yes,2013
BMW,33500,sedan,65,2,Petrol,yes,2013
Audi,22800,sedan,122,2,Petrol,yes,2011
BMW,66666,crossover,0,2,Diesel,yes,2016
Audi,18500,crossover,185,3.6,Petrol,yes,2008
Volkswagen,17900,sedan,192,2.5,Diesel,yes,2007
